text,sentiment,sentiment_encoded,processed_text
"Remember not all families have the ability to stock up, and missing a school breakfast or lunch is not something that can easily be replaced at home. Im donating this food to AYFS in the hopes that it can get to the people who need it, if needed. #covid19 #coronavirus ",Positive,2,remember family ability stock missing school breakfast lunch something easily replaced home im donating food ayfs hope get people need needed covid coronavirus
What is wrong with people. No where has it said there is a food shortage and people are stock piling food and other products like its the apocalypse. Calm down and stop being selfish #coronavirus #shopping,Negative,0,wrong people said food shortage people stock piling food product like its apocalypse calm stop selfish coronavirus shopping
@pwcdanica Thank you for replying.  I am just concerned that folks are going to go hungry.  There is panic buying; how do people who rely on public transport and friends protect themselves fm covid-19 &amp; get food?  Libraries are closed= no computer acc,Positive,2,pwcdanica thank replying concerned folk going go hungry panic buying people rely public transport friend protect fm covid amp get food library closed computer acc
Supermarket in #Shenzhen without being in panic mode. Just another Saturday #Covid_19 #livinginChina #Bravo ,Positive,2,supermarket shenzhen without panic mode another saturday covid livinginchina bravo
"For those of us whove been avoiding people long before #coronavirus, there oughta be some sort Preferred Customer status when it comes to our online grocery shopping. #MoveToTheFrontOfTheLine",Negative,0,u whove avoiding people long coronavirus oughta sort preferred customer status come online grocery shopping movetothefrontoftheline
"@RichardBarrow Same kind of thing has been going on in South Korea, too. The large stores are losing much business to same day /next day online delivery services. Cheaper prices and more convenient. Plus, with #coronavirus epidemic, few people wanna go sh",Negative,0,richardbarrow kind thing going south korea large store losing much business day next day online delivery service cheaper price convenient plus coronavirus epidemic people wan na go sh
Shoutout to all the grocery store employees out there who are doing that work and enduring what Im sure is a whole lot of craziness. We appreciate all you do. To everyone: Be kind and patient folks!! #coronavirus #CoronaOutbreak #coronapocalypse,Positive,2,shoutout grocery store employee work enduring im sure whole lot craziness appreciate everyone kind patient folk coronavirus coronaoutbreak coronapocalypse
online shopping is an alternative way to buy some stuffs #COVID2019,Neutral,1,online shopping alternative way buy stuff covid
My neighborhood grocery store in Houston. Are people really going to eat all that food they bought? Or is just going to go to waste? #coronavirus #covid19 #Houston ,Negative,0,neighborhood grocery store houston people really going eat food bought going go waste coronavirus covid houston
"Scenes from grocery store battle ground part 1

This was Sams Club in Riverview FL 

#NationalEmergency #coronapocalypse #COVID19 #COVID?19 #coronavirus ",Negative,0,scene grocery store battle ground part sam club riverview fl nationalemergency coronapocalypse covid covid coronavirus
"Scenes from grocery store battle ground part 4

This was Walmart Wimauma FL

I went for Rice and Beans well when your Walmart is in a heavy Mexican area they thinking the same thing as you ?????

#NationalEmergency #coronapocalypse #COVID19 #COVID?19 #coronavirus ",Negative,0,scene grocery store battle ground part walmart wimauma fl went rice bean well walmart heavy mexican area thinking thing nationalemergency coronapocalypse covid covid coronavirus
"Scenes from grocery store battle ground part 5

This was ALDI Sun City Center FL

They didnt have much 

#NationalEmergency #coronapocalypse #COVID19 #COVID?19 #coronavirus ",Negative,0,scene grocery store battle ground part aldi sun city center fl didnt much nationalemergency coronapocalypse covid covid coronavirus
"Scenes from grocery store battle ground part 2

This was Walmart Wimauma FL

I dont even know what isle this was lol 

#NationalEmergency #coronapocalypse #COVID19 #COVID?19 #coronavirus ",Positive,2,scene grocery store battle ground part walmart wimauma fl dont even know isle lol nationalemergency coronapocalypse covid covid coronavirus
"@imaishikis ""Imai-san. Have you heard of Covid 19? We must buy peaches while supplies are still in stock.""

""Why peaches specifically...?""

""Canned food is a necessity in these survival situations.""",Neutral,1,imaishikis imaisan heard covid must buy peach supply still stock peach specifically canned food necessity survival situation
"Running and Crying- /
Two things you don't expect in- /
a grocery store. /
#haiku #Covid_19 #COVID?19 #COVID #COVID19 #coronapocalypse #coronavirus #CoronaOutbreak 
the water system is safe, stop buying bottled water",Negative,0,running cry two thing dont expect grocery store haiku covid covid covid covid coronapocalypse coronavirus coronaoutbreak water system safe stop buying bottled water
"Out here feeling like Im a contestant in Supermarket Sweeps?

#coronavirus #coronapocalypse #COVID19 #COVID?19 #Covid_19",Positive,2,feeling like im contestant supermarket sweep coronavirus coronapocalypse covid covid covid
Im scared to shop online &amp; go grocery shopping ? #COVID2019,Negative,0,im scared shop online amp go grocery shopping covid
I am a cashier in a grocery store. I watch the panic for 8 hours a day. I go home and it's all that's on tv. I check social media and it's all the same. I AM SCARED. #coronavirus #coronapocalypse #Covid_19 #CoronavirusPandemic,Negative,0,cashier grocery store watch panic hour day go home thats tv check social medium scared coronavirus coronapocalypse covid coronaviruspandemic
More worried about people then Coronavirus. This is really insane. ,Negative,0,worried people coronavirus really insane
Are stores/one-stop shops like @Target and @Walmart going to shift to mandating curbside pick-up? They could regulate hoarding &amp; limit germ spread with that model. Like @Instacart personal shopping with your online order and drive up car loading or delivery. #Covid_19 #stayathome,Positive,2,storesonestop shop like target walmart going shift mandating curbside pickup could regulate hoarding amp limit germ spread model like instacart personal shopping online order drive car loading delivery covid stayathome
Marguerite Alcarazen de Leon [SUNWW 2008] on life in the time of COVID-19... ,Neutral,1,marguerite alcarazen de leon sunww life time covid
"LOOK ON THE BRIGHT SIDE OF #COVID-19 ???There is an increasing demand for premium quality  food and health care products, Dishwashers, Disinfection cabinet, Sweeping robot, Auto wash phone, Ultraviolet Disinfection lamp, Online education services  and entertainments??. ",Positive,2,look bright side covid increasing demand premium quality food health care product dishwasher disinfection cabinet sweeping robot auto wash phone ultraviolet disinfection lamp online education service entertainment
"It's ironic that in the face of a possible lockdown due to a virus that is contagious when in close proximity, the wider public has scurried to every supermarket/pharmacy collectively, thus creating the perfect condensed mass of humanity for #Covid_19 to transmit with ease.",Positive,2,ironic face possible lockdown due virus contagious close proximity wider public scurried every supermarketpharmacy collectively thus creating perfect condensed mass humanity covid transmit ease
Please please only buy what you need folks!! Dont leave someone in the queue behind you with no food for their family because you are stock piling - Asking people this pledge via #cv19pledge - please share #StayHome #coronavirus #COVID?19 #coronaUK #london ,Positive,2,please please buy need folk dont leave someone queue behind food family stock piling asking people pledge via cvpledge please share stayhome coronavirus covid coronauk london
@DuncanBannatyne Crazy! Please please ask people to only buy what you need!! Dont leave someone in the queue behind you with no food for their family because you are stock piling - Asking people this pledge via #cv19pledge - please share Duncan #StayHom,Positive,2,duncanbannatyne crazy please please ask people buy need dont leave someone queue behind food family stock piling asking people pledge via cvpledge please share duncan stayhom
"To paraphrase C S Lewis, coronavirus can kill but need not dominate our minds.  #auspol #CoronavirusOutbreak #coronavirusaustralia #Covid_19 #COVID?19 #covid19australia #CSLewis #supermarket  #Australia  ",Negative,0,paraphrase c lewis coronavirus kill need dominate mind auspol coronavirusoutbreak coronavirusaustralia covid covid covidaustralia cslewis supermarket australia
"Couldnt get half my grocery list from the store since theyre out of so much, so bought double chocolate and wine. Same same, right? #Covid_19",Neutral,1,couldnt get half grocery list store since theyre much bought double chocolate wine right covid
"I saw this earlier at the grocery store, the hand soap was just about pretty much cleaned out. And then I thought to myself, has nobody been washing their hands this whole time?
.
.

#ssgtcain #hysteria #panicbuying #covid #covid_19 #cov?d19 #corona #w ",Positive,2,saw earlier grocery store hand soap pretty much cleaned thought has nobody washing hand whole time ssgtcain hysteria panicbuying covid covid covd corona w
&amp;#8216;We have plenty of food&amp;#8217;: Ontario government urges calm amid pandemic panic buying ,Negative,0,ampwe plenty foodamp ontario government urge calm amid pandemic panic buying
"Michigan residents can report any suspected price gouging or other violations of the Consumer Protection Act online during the #COVID19 #coronavirus pandemic (&amp; at any time) by visiting 

",Negative,0,michigan resident report suspected price gouging violation consumer protection act online covid coronavirus pandemic amp time visiting
I work at a grocery store. These were some of our shelves at 10pm... #coronavirus #COVID2019 #Giant #CoronavirusPandemic #WeDoNotHaveToiletPaper ,Neutral,1,work grocery store shelf pm coronavirus covid giant coronaviruspandemic wedonothavetoiletpaper
A large retail store in #Kosovo (where u can buy mainly nonfood goods such as toys and office stuff etc.) just announced it will close its doors because of the health of its staff and clients - until further notice. #coronavirus ,Neutral,1,large retail store kosovo u buy mainly nonfood good toy office stuff etc announced close door health staff client notice coronavirus
The woman in front of me in the grocery store has like 15 2-liters of soda. Does she plan to spend her two weeks of social distancing developing diabetes? #Covid_19,Positive,2,woman front grocery store like liters soda plan spend two week social distancing developing diabetes covid
FFS So on top of #Covid_19 we have to contend with idiots creating shortages. Wake up. If people keep this up there will be shopping restrictions. #auspol  ,Negative,0,ffs top covid contend idiot creating shortage wake people keep shopping restriction auspol
Reducing the spread of the Corona Virus is like running a B2C business. The success depends on consumers behavior ! #Virus #coronavirus #Business #Covid_19 #HealthToEveryone,Positive,2,reducing spread corona virus like running bc business success depends consumers behavior virus coronavirus business covid healthtoeveryone
"Nice long pause there. #douchebag #pricegouger At this point donating it to nursing homes,small biz, shelters, grocery store workers would probably be the right thing to do. Or I dont know, maybe try to sell it for normal prices to recoup some $. #coronapocalypse #coronavirus ",Positive,2,nice long pause douchebag pricegouger point donating nursing homessmall biz shelter grocery store worker would probably right thing dont know maybe try sell normal price recoup coronapocalypse coronavirus
People who leave the gas pump in their car and go inside to get food deserve to get the #coronavirus #sorrynotsorry,Negative,0,people leave gas pump car go inside get food deserve get coronavirus sorrynotsorry
"Beware of online offers for #vaccinations. The @FTC and @US_FDA have jointly issued warning letters to seven sellers of unapproved and misbranded products, claiming they can treat or prevent the #Coronavirus. 

Full blog post here: ",Negative,0,beware online offer vaccination ftc usfda jointly issued warning letter seven seller unapproved misbranded product claiming treat prevent coronavirus full blog post
"Imagine if we had a president who had a plan for Americans to stock up on food in an orderly way, WEEKS AGO. Hell, a 9th-grader could've come up with one. #trump #TrumpVirus #coronapocalypse #coronavirus #COVID19 #TraderJoes #Kroger #ralphs #TrumpTrain #Trump2020Landslide #bernie ",Negative,0,imagine president plan american stock food orderly way week ago hell thgrader couldve come one trump trumpvirus coronapocalypse coronavirus covid traderjoes kroger ralphs trumptrain trumplandslide bernie
Security tags on store stock toilet paper at my retail job because of theft. ?????#coronavirus #CoronaVirusUpdates #coronapocalypse ,Positive,2,security tag store stock toilet paper retail job theft coronavirus coronavirusupdates coronapocalypse
"COVID-19 preparedness: Stock up on food, toilet paper, but avoid panic buying, says Health Canada #COVID19 #COVID_19 #coronavirus #CdnHealth #BChealth #toiletpaper #panicbuying
",Negative,0,covid preparedness stock food toilet paper avoid panic buying say health canada covid covid coronavirus cdnhealth bchealth toiletpaper panicbuying
"A coalition of consumer advocates at @HigherEdNotDebt are calling on #Congress and the Department of Education @usedgov to immediately relieve the burden of #studentdebt in response to the #Coronavirus #COVID19 pandemic.

",Negative,0,coalition consumer advocate higherednotdebt calling congress department education usedgov immediately relieve burden studentdebt response coronavirus covid pandemic
"#Bumble wont be running out of food after OH insisted we get extra rations!
Got 1 x pasta in supermarket, (some still on shelves) &amp; garlic &amp; ginger paste. Only paracetamol to be had was soluble version at £4 for 28 tablets FFS. Loo roll in stock, but not needed. #coronavirus ",Negative,0,bumble wont running food oh insisted get extra ration got x pasta supermarket still shelf amp garlic amp ginger paste paracetamol soluble version tablet ffs loo roll stock needed coronavirus
With a news of #CoronaOutbreak there's been scandalous increase in prices of surgical masks on @amazonIN &amp; @Flipkart. In time of fighting together @amazonIN @Flipkart please restrain yours sellers practicing malign business @drharshvardhan @MoHFW_INDIA #COVID2019 @PiyushGoyal,Negative,0,news coronaoutbreak there scandalous increase price surgical mask amazonin amp flipkart time fighting together amazonin flipkart please restrain seller practicing malign business drharshvardhan mohfwindia covid piyushgoyal
Raise your hand if a lady in the grocery store scoffed at you and tried to belittle you in front of the people she was with because you had your regular amount of groceries in your cart. ????????????????. #largefamilyproblems #coronapocalypse #coronavirus #Covid_19,Positive,2,raise hand lady grocery store scoffed tried belittle front people regular amount grocery cart largefamilyproblems coronapocalypse coronavirus covid
Kill Coronavirus in a Car Without Damaging Surfaces - Consumer Reports (or ask Sunset North Car Wash about their Germ Buster interior steam cleaning) ,Negative,0,kill coronavirus car without damaging surface consumer report ask sunset north car wash germ buster interior steam cleaning
"@HoarseWisperer Working a puzzle (ordered from Amazon yesterday), researching plants for my garden, and wondering if I have #coronavirus (having flu-like symptoms and had a dry cough yesterday). Decided that I felt good enough not to worry, just staying h",Positive,2,hoarsewisperer working puzzle ordered amazon yesterday researching plant garden wondering coronavirus flulike symptom dry cough yesterday decided felt good enough worry staying h
"Trying to do my weekly online delivery as I can't carry shopping bags or walk around a supermarket and the following is totally gone:

Toilet roll
Handwash
Dettol products 
Pasta
Paracetamol and ibuprofen

This is a necessity for many. Stop hoarding. #coronavirus",Negative,0,trying weekly online delivery cant carry shopping bag walk around supermarket following totally gone toilet roll handwash dettol product pasta paracetamol ibuprofen necessity many stop hoarding coronavirus
"What if COVID-19 was a stunt for business to make money, since theyre all going out of stock of things and making bank off of toilet paper, food, and water",Neutral,1,covid stunt business make money since theyre going stock thing making bank toilet paper food water
"Had an elderly person telling me that he was struggling to buy his usual groceries at the supermarket because the shelves were empty 

We are in this together, lets look after each other. 

In the long term thats the most important thing 

#COVID19 #Covid_19",Negative,0,elderly person telling struggling buy usual grocery supermarket shelf empty together lets look long term thats important thing covid covid
"It's insane how much the Masks and  Medicines costs now that we're in Covid 19 troubles, pharmacy companies are disgusting by rising prices ?

#coronavirus #COVID19italia #COVID2019 #COVID?19",Negative,0,insane much mask medicine cost covid trouble pharmacy company disgusting rising price coronavirus coviditalia covid covid
"If you forgot to stock up on toilet paper before becoming a COVID-19 shut-in and also forgot to stock up on food, you have nothing to worry about.",Positive,2,forgot stock toilet paper becoming covid shutin also forgot stock food nothing worry
Im going to start entering the code COVID-19 to see what kind of discounts I can get when online shopping during self- quarantine. #COVID19 #covid19Canada #covid19alberta,Neutral,1,im going start entering code covid see kind discount get online shopping self quarantine covid covidcanada covidalberta
Everyone really needs to stop buying everything at the grocery store. This is ridiculous - you all are making this sickness that much worse by freaking out #Covid_19 #CalmDown,Negative,0,everyone really need stop buying everything grocery store ridiculous making sickness much worse freaking covid calmdown
"Anybody whos never been shopping on Black Friday but has always been curious about what its like need only visit their local grocery store or Walmart today for the full experience. Pretty much the same chaos.

#coronapocalypse #Coronavirus #coronapanic #panicbuying #COVID?19",Positive,2,anybody whos never shopping black friday always curious its like need visit local grocery store walmart today full experience pretty much chaos coronapocalypse coronavirus coronapanic panicbuying covid
"5m self-employed workers ""could be forced into debt or having to work while ill"", report @MariannaHunt5 and @Jessica__Beard ",Negative,0,m selfemployed worker could forced debt work ill report mariannahunt jessicabeard
"@WhiteHouse @realDonaldTrump @POTUS what are doing to put food and supplies back in grocery stores? Oh right..... the stock market, oil companies, airlines and resorts are your first priority right #WorstPresidentInHistory #coronavirus",Neutral,1,whitehouse realdonaldtrump potus put food supply back grocery store oh right stock market oil company airline resort first priority right worstpresidentinhistory coronavirus
"@silverado1954 Only time will tell. I suspect that Covid-19 will infect &amp; kill less than the experts are projecting. That said, we cant be sure of that yet, and, hoax or not, it has already taken a toll on our stock market, food  and other s",Negative,0,silverado time tell suspect covid infect amp kill less experts projecting said cant sure yet hoax already taken toll stock market food
"I guess this is happening?
At least cat food and litter box substrate are still in stock.
#coronavirus ",Neutral,1,guess happening least cat food litter box substrate still stock coronavirus
We are here in Texas. Prepared!  Schools are shut down for couple weeks. Food stock is good.  What do we do?  BBQ-Beer-Beans.   Clean our ammo room.  Oil the guns.  Get ready for zombies ???? (Democrats) when we protect our personal property.  #ChinaVirus #WuFlu #coronavirus,Positive,2,texas prepared school shut couple week food stock good bbqbeerbeans clean ammo room oil gun get ready zombie democrats protect personal property chinavirus wuflu coronavirus
"Shoppers are stockpiling food over Covid-19 fears
",Negative,0,shopper stockpiling food covid fear
"Strange how all the movies and books told us when the end comes we need to stock up on food, water and ammo but then everyone runs out a grabs all the toilet paper. #coronavirus #CoronaVirusCanada ",Negative,0,strange movie book told u end come need stock food water ammo everyone run grab toilet paper coronavirus coronaviruscanada
Day number 4. A few minutes late. Sorry @mister_exit36 grocery store is empty but I have my #corona #Covid_19. A corona a day keeps the virus away. ,Negative,0,day number minute late sorry misterexit grocery store empty corona covid corona day keep virus away
Ok to my small group of followers. What time should I have my day 4 corona. Earliest is 830 AM EST. Any time after that will be granted. #Covid_19 ,Positive,2,ok small group follower time day corona earliest est time granted covid
"Apple will be closing all of its retail stores outside of Greater China until March 27, including Apple Store Fashion Fair.",Positive,2,apple closing retail store outside greater china march including apple store fashion fair
"#CoronaVirusUpdates Royal @CanadianMint Closes Boutiques in Ottawa and Winnipeg- How long until all retail stores follow lead?
""Decision taken in line with guidance from the Government of Canada on reducing the risk of transmitting #COVID-19""
",Negative,0,coronavirusupdates royal canadianmint close boutique ottawa winnipeg long retail store follow lead decision taken line guidance government canada reducing risk transmitting covid
We've seen how a crisis can often bring out the best in ppl  &amp; wed like to encourage everyone to carry on donating to #foodbanks. Why not check with your local food bank to see which items are most needed? To everyone who has already donated - thank you &gt; ,Positive,2,weve seen crisis often bring best ppl amp wed like encourage everyone carry donating foodbanks check local food bank see item needed everyone already donated thank gt
Stock prices increase after #TrumpPressConference declaring a #StateOfEmergency. President's actions helped to boost market confidence after a devastating week of losses. #Covid_19 #CoronaOutbreak #lockdown #CoronavirusUSA #WuhanVirus #coronapocalypse,Positive,2,stock price increase trumppressconference declaring stateofemergency president action helped boost market confidence devastating week loss covid coronaoutbreak lockdown coronavirususa wuhanvirus coronapocalypse
"Keep away from crowds they said, but what people heard was lets go to the shops and stock pile the cupboards so that the production line on food is struggling  to keep up with needs...in crowds! Common sense isnt so common! #CoronavirusPandemic #QuarantineAndChill #Covid_19",Negative,0,keep away crowd said people heard lets go shop stock pile cupboard production line food struggling keep needsin crowd common sense isnt common coronaviruspandemic quarantineandchill covid
Which group of people has the most to gain from the panic caused by COVID-19? Are these the same people who need to win an election this fall? The same people that control the media? Food for thought. ,Positive,2,group people gain panic caused covid people need win election fall people control medium food thought
"PICK UP A HAMMER AND NAIL THIS COFFIN SHUT!

Me after surviving the grocery store lineups. 
#Covid_19",Positive,2,pick hammer nail coffin shut surviving grocery store lineup covid
"Being An Athlete During Covid-19 Is Horrible. Cant Go To The Boxing Club Or Gym, Fights Are Being Cancelled. Diet Is Fucked Cause You Cant Get Your Hands On Decent Food From Everyone Panic Buying Everything. If Your Put In Lockdown Your Run Will Be Your 3 Metre Backyard. ??",Negative,0,athlete covid horrible cant go boxing club gym fight cancelled diet fucked cause cant get hand decent food everyone panic buying everything put lockdown run metre backyard
"Empty supermarket shelf pics are ridiculous... and just show that hoarding is a symptom of COVID-19 paranoia. 

Supply chains haven't been shut down in America... things will be restocked just like normal.",Negative,0,empty supermarket shelf pic ridiculous show hoarding symptom covid paranoia supply chain havent shut america thing restocked like normal
"If you see an ad for Toilet paper or related items at outrageous prices on Facebook Marketplace, Craigslist, Amazon, or other social media site  flag it and report it.  They cant sell it if nobody can see the ads... #coronapocalypse #ToiletPaperPanic #geteven #Covid_19",Negative,0,see ad toilet paper related item outrageous price facebook marketplace craigslist amazon social medium site flag report cant sell nobody see ad coronapocalypse toiletpaperpanic geteven covid
"Social distancing will boost online shopping, expert says ",Positive,2,social distancing boost online shopping expert say
"I've got my toilet paper on, now try to get me you Corona Virus you! 
#coronapocalypse #CoronaVirusUpdates #coronavirus #CoronaOutbreak #panic #panicbuying #toiletpaper #ToiletPaperApocalypse ",Neutral,1,ive got toilet paper try get corona virus coronapocalypse coronavirusupdates coronavirus coronaoutbreak panic panicbuying toiletpaper toiletpaperapocalypse
"March 14th, 2020

#coronavirus fears take hold in the Capitol. I went grocery shopping an hour after the store by me opened and it already looked very picked over.

Very little meat
No onions or potatoes
No toilet paper
Almost all bread gone

#TodayInWashington ",Negative,0,march th coronavirus fear take hold capitol went grocery shopping hour store opened already looked picked little meat onion potato toilet paper almost bread gone todayinwashington
Reality check: COVID-19 has made customer service workers remarkably like first responders. Cashiers at supermarkets. Airline counter agents. Hotel and restaurant staff. Retail store employees. Bank clerks. The list goes on. 1/,Positive,2,reality check covid made customer service worker remarkably like first responder cashier supermarket airline counter agent hotel restaurant staff retail store employee bank clerk list go
"@CityHarvest is doing incredible things for the five boroughs but this is nothing new, they work tirelessly all year long to help serve the food insecure and thousands rely on them each month for free, fresh produce and meals. They expect demand to increa",Positive,2,cityharvest incredible thing five borough nothing new work tirelessly year long help serve food insecure thousand rely month free fresh produce meal expect demand increa
"Shoutout to the old women at the grocery store today who, in the middle of all the doomsday shoppers, was just buying 15 bottles of wine. #QuarantineAndChill #CoronavirusPandemic #Covid_19 ",Negative,0,shoutout old woman grocery store today middle doomsday shopper buying bottle wine quarantineandchill coronaviruspandemic covid
"Went to the supermarket this morning for the regular weekly shop. It's official, i'm done with people and society! #panickbuying #Covid_19 #coronavirus",Neutral,1,went supermarket morning regular weekly shop official im done people society panickbuying covid coronavirus
"Secret Documents Reveal #Coronavirus Could be ""Category 5,"" Intel Personnel Stock 3 Month of Food ",Neutral,1,secret document reveal coronavirus could category intel personnel stock month food
"#Coronavirus #preparation: What to #stock-up on

",Neutral,1,coronavirus preparation stockup
"The thing that scares me about the Covid-19 is:

 people panic and start hoarding shit. Limiting others to food,medicine,safety. 

 people losing jobs. And they cant afford to pay their rent,mortgages,loans. 

 we start behaving like animals. 

The death? We all will die.",Negative,0,thing scare covid people panic start hoarding shit limiting others foodmedicinesafety people losing job cant afford pay rentmortgagesloans start behaving like animal death die
"With the #Covid_19 doom. Are AR-15 prices going down? If y'all see deals, LMK.",Negative,0,covid doom ar price going yall see deal lmk
"When you shake hand with someone who is sneezing, coughing &amp; hand sanitizers are out of stock - 

#CoronaVirus ",Positive,2,shake hand someone sneezing coughing amp hand sanitizers stock coronavirus
?  Our retail store is closed until March 30.  Our online store is open 24/7 at ,Positive,2,retail store closed march online store open
"PSA- Just wanted to remind everyone that have pets, don't forget to stock up on pet food as you will probably not want to go to the store and be possibly exposed. Also, wouldn't hurt to buy some new toothbrushes. #coronavirus #COVID?19 #COVID19 #CoronaOutbreak",Negative,0,psa wanted remind everyone pet dont forget stock pet food probably want go store possibly exposed also wouldnt hurt buy new toothbrush coronavirus covid covid coronaoutbreak
"#Coronavirus (COVID-19). Looking at the malls basic requirements such as milk, butter, anti bacterial soap, paracetamols, calpol, baby nappies, lot of food products rice, flour etc is out of stock. For Some this as business opportunity to increase the price of the goods!",Positive,2,coronavirus covid looking mall basic requirement milk butter anti bacterial soap paracetamols calpol baby nappy lot food product rice flour etc stock business opportunity increase price good
Is it only my area that's running out of food with people panic buying? #Covid_19,Negative,0,area thats running food people panic buying covid
"COVID-19: Your government will save ITSELF not YOU. 
Stock up on Food &amp; Water before every city in the world in put under quarantine.
",Positive,2,covid government save stock food amp water every city world put quarantine
"With flight prices so low, is it cheaper and faster to fly to another country that is more responsible about testing, even if you only make it to an airport and turn back around? With proper precautions, of course ?#Covid_19 #covid19 #coronavirus #trumpisafuckingidiot #maga",Neutral,1,flight price low cheaper faster fly another country responsible testing even make airport turn back around proper precaution course covid covid coronavirus trumpisafuckingidiot maga
"While you're all busy with #COVID2019 and the media buzz around it, anyone care to notice that oil prices are decreasing internationally but rising by Rs. 2 - 3/litre everyday only in India? 
#OilPrices #InternationalMarkets",Positive,2,youre busy covid medium buzz around anyone care notice oil price decreasing internationally rising r litre everyday india oilprices internationalmarkets
"HEALTHY HABITS | Wash your hands after coughing or sneezing 
#FactsNotFear #Coronavirus ",Positive,2,healthy habit wash hand coughing sneezing factsnotfear coronavirus
"Something I'm not seeing run out in supermarkets is pet supplies. Obviously don't panic buy, but please everyone think of your pets food, litter, etc if you get sick and can't get out for 14 days #Covid_19",Negative,0,something im seeing run supermarket pet supply obviously dont panic buy please everyone think pet food litter etc get sick cant get day covid
"Where will the first #coronavirus shoot out take place, the grocery store or the hospital? #losAngeles #WeHo #CulverCity ",Negative,0,first coronavirus shoot take place grocery store hospital losangeles weho culvercity
"Third Street Promenade Apple Store Employee Tests Positive For COVID-19, Company Shutters Stores Globally ",Positive,2,third street promenade apple store employee test positive covid company shutter store globally
Hey La Croix the people have spoken and wed all rather die of thirst than drink coconut flavor ,Negative,0,hey la croix people spoken wed rather die thirst drink coconut flavor
Hey @JCROX88 saw this. Thought of you. ? ,Neutral,1,hey jcrox saw thought
"To the dickheads stock piling at home, where do you think all of us are going to get our food from if the supermarkets are empty? You better have some good home security... #Covid_19 #coronavirus #COVID19Aus",Positive,2,dickhead stock piling home think u going get food supermarket empty better good home security covid coronavirus covidaus
"Worried about #SmallBusiness? Excellent tip from physicist Scott Paulson: ""Buy online gift cards from your favorite places. They get a little $$ to keep things going, you get a shopping/dining spree/haircut in a month or two!""   #BuyLocal #coronavirus #SmallBusinessSaturday",Positive,2,worried smallbusiness excellent tip physicist scott paulson buy online gift card favorite place get little keep thing going get shoppingdining spreehaircut month two buylocal coronavirus smallbusinesssaturday
"@Cokroach I noticed this last night in @LuLuHyperKW, Kuwait. Supermarket assigned their cleaning staff to sanitize the shopping trolleys before its taken by the shoppers. #Covid_19",Neutral,1,cokroach noticed last night luluhyperkw kuwait supermarket assigned cleaning staff sanitize shopping trolley its taken shopper covid
"This weekend take a moment and #thank your #delivery drivers, #supermarket employees, #hospital workers &amp; #pharmacy staff. Theyre #stressed out but went to work to #serve you. #AllInThisTogether #Covid_19 #COVID19 @FlyingWithSara @maddow @TheLastWord @fred_guttenberg @tribelaw",Neutral,1,weekend take moment thank delivery driver supermarket employee hospital worker amp pharmacy staff theyre stressed went work serve allinthistogether covid covid flyingwithsara maddow thelastword fredguttenberg tribelaw
Did The people of #Kashmir stock food for 7 months? Had #Syrians have the opportunities to at least stay home safe in lockdowns for 8 years? Forget about Palestinians. #Coronavirus is probably making a point to look at the lives of those oppressed. ,Positive,2,people kashmir stock food month syrian opportunity least stay home safe lockdown year forget palestinian coronavirus probably making point look life oppressed
"Let me be clear, I did not stock up on food this week because I think were going to be quarantined because of the #coronavirus, I did it because I am 7 pounds under my weight class and working from home next week.",Positive,2,let clear stock food week think were going quarantined coronavirus pound weight class working home next week
after experiencing my neighborhood grocery store this afternoon i would like to say that i did not surivive katrina for this shit. im invoking my native new orleanian spirit and saying that were gonna ride this bitch out. stay strong yall. #Covid_19 #Coronavirus #WashYourHands ,Negative,0,experiencing neighborhood grocery store afternoon would like say surivive katrina shit im invoking native new orleanian spirit saying were gon na ride bitch stay strong yall covid coronavirus washyourhands
"Skills that will be in high demand due to #COVID19:
-Call centre/online info clerks
-food delivery drivers
-cleaning staff
-laundry workers
-frontline coordinators
Those losing hours in hospitality/events management should prepare to change/adapt to the new demand. #coronavirus",Negative,0,skill high demand due covid call centreonline info clerk food delivery driver cleaning staff laundry worker frontline coordinator losing hour hospitalityevents management prepare changeadapt new demand coronavirus
Dryfood for 6 weeks ?on stock. Out there on the field tonns??? of mices. I dont care about food. Human has to plant next week patatoes for his food. Garden pawtrol??? is always a lot to do. #coronavirus #CatsOfTwitter #Caturday ?? ,Negative,0,dryfood week stock field tonns mices dont care food human plant next week patatoes food garden pawtrol always lot coronavirus catsoftwitter caturday
"people moaning online that they've got no toilet roll left in the shops because they were too fkin lazy to get off their arses &amp; go shopping, little hint to those, when there is a panic get in the que quickly and stop bleating #notoiletroll #coronapocalypse #coronavirus",Negative,0,people moaning online theyve got toilet roll left shop fkin lazy get arses amp go shopping little hint panic get que quickly stop bleating notoiletroll coronapocalypse coronavirus
"got to know that food/paper product companies are(secretly)very happy with covid-19 panic buying,boardrooms trying to hide their smiles.",Positive,2,got know foodpaper product company aresecretlyvery happy covid panic buyingboardrooms trying hide smile
"if you can't find stuff you need at target or your regular grocery store, many local Asian markets, Hispanic markets, and specialty stores still have many supplies (yes, TP!), yummy snacks, and they could use the business during these uncertain times! #coronavirus",Positive,2,cant find stuff need target regular grocery store many local asian market hispanic market specialty store still many supply yes tp yummy snack could use business uncertain time coronavirus
